page_title,page_namespace,wayback_api_url,wayback_url,el_to_domain_index,el_to_path
Estrela_Clube_Primeiro_de_Maio,0,"http://archive.org/wayback/available?url=http://www.angop.ao/angola/pt_pt/noticias/desporto/2005/4/20/Futebol-Agostinho-Tramagal-rescindiu-contrato-com-Maio,3c2cecbd-1fdc-42e6-9cb8-945f925d2436.html","http://web.archive.org/web/20190724025939/http://www.angop.ao/angola/pt_pt/noticias/desporto/2005/4/20/Futebol-Agostinho-Tramagal-rescindiu-contrato-com-Maio,3c2cecbd-1fdc-42e6-9cb8-945f925d2436.html",https://today.archive.,"/20171127004053/http://www.angop.ao/angola/pt_pt/noticias/desporto/2005/4/20/Futebol-Agostinho-Tramagal-rescindiu-contrato-com-Maio,3c2cecbd-1fdc-42e6-9cb8-945f925d2436.html"
Estrela_Clube_Primeiro_de_Maio,0,"http://archive.org/wayback/available?url=http://www.angop.ao/angola/pt_pt/noticias/desporto/2009/9/43/Afastado-tecnico-Maio-Benguela,28a147ab-1572-4b28-b87f-6fe7b1ad67fa.html","http://web.archive.org/web/20171201042640/http://www.angop.ao/angola/pt_pt/noticias/desporto/2009/9/43/Afastado-tecnico-Maio-Benguela,28a147ab-1572-4b28-b87f-6fe7b1ad67fa.html",https://today.archive.,"/20171127003329/http://www.angop.ao/angola/pt_pt/noticias/desporto/2009/9/43/Afastado-tecnico-Maio-Benguela,28a147ab-1572-4b28-b87f-6fe7b1ad67fa.html"
Estrela_Clube_Primeiro_de_Maio,0,"http://archive.org/wayback/available?url=http://www.angop.ao/angola/pt_pt/noticias/desporto/2009/0/3/Joao-Almeida-apresentado-como-tecnico-Maio-Benguela,df58fdf1-7a2a-49f2-9619-4394cd5e448a.html","http://web.archive.org/web/20171201042329/http://www.angop.ao/angola/pt_pt/noticias/desporto/2009/0/3/Joao-Almeida-apresentado-como-tecnico-Maio-Benguela,df58fdf1-7a2a-49f2-9619-4394cd5e448a.html",https://today.archive.,"/20171127003636/http://www.angop.ao/angola/pt_pt/noticias/desporto/2009/0/3/Joao-Almeida-apresentado-como-tecnico-Maio-Benguela,df58fdf1-7a2a-49f2-9619-4394cd5e448a.html"
Estrela_Clube_Primeiro_de_Maio,0,"http://archive.org/wayback/available?url=http://www.angop.ao/angola/pt_pt/noticias/desporto/2009/2/11/Tecnico-Maio-demite-por-maus-resultados-Girabola2009,48cca973-56c0-4369-981d-b0e50167c9ec.html","http://web.archive.org/web/20191018023317/http://www.angop.ao/angola/pt_pt/noticias/desporto/2009/2/11/Tecnico-Maio-demite-por-maus-resultados-Girabola2009,48cca973-56c0-4369-981d-b0e50167c9ec.html",https://today.archive.,"/20171127120001/http://www.angop.ao/angola/pt_pt/noticias/desporto/2009/2/11/Tecnico-Maio-demite-por-maus-resultados-Girabola2009,48cca973-56c0-4369-981d-b0e50167c9ec.html"
Estrela_Clube_Primeiro_de_Maio,0,"http://archive.org/wayback/available?url=http://www.angop.ao/angola/pt_pt/noticias/desporto/2011/8/38/Maio-apresenta-novo-tecnico,ea5a81de-3e3d-4aa5-85f0-87d4e9374fee.html","http://web.archive.org/web/20171201033408/http://www.angop.ao/angola/pt_pt/noticias/desporto/2011/8/38/Maio-apresenta-novo-tecnico,ea5a81de-3e3d-4aa5-85f0-87d4e9374fee.html",https://today.archive.,"/20171127002327/http://www.angop.ao/angola/pt_pt/noticias/desporto/2011/8/38/Maio-apresenta-novo-tecnico,ea5a81de-3e3d-4aa5-85f0-87d4e9374fee.html"
Estrela_Clube_Primeiro_de_Maio,0,"http://archive.org/wayback/available?url=http://www.angop.ao/angola/pt_pt/noticias/desporto/2015/0/4/Futebol-Finda-Mozer-novo-treinador-Maio,592cfaeb-b4ae-4273-80cb-29585c6eb99e.html","http://web.archive.org/web/20171201043025/http://www.angop.ao/angola/pt_pt/noticias/desporto/2015/0/4/Futebol-Finda-Mozer-novo-treinador-Maio,592cfaeb-b4ae-4273-80cb-29585c6eb99e.html",https://today.archive.,"/20171127004204/http://www.angop.ao/angola/pt_pt/noticias/desporto/2015/0/4/Futebol-Finda-Mozer-novo-treinador-Maio,592cfaeb-b4ae-4273-80cb-29585c6eb99e.html"
Festival_Woodstock_Polonia,0,http://archive.org/wayback/available?url=http://mowianamiescie.pl/czy-istnialo-zycie-przed-openerem-krotka-historia-polskich-festiwali-muzycznych/,http://web.archive.org/web/20150511225049/http://mowianamiescie.pl/czy-istnialo-zycie-przed-openerem-krotka-historia-polskich-festiwali-muzycznych/,https://today.archive.,/20141220203036/http://mowianamiescie.pl/czy-istnialo-zycie-przed-openerem-krotka-historia-polskich-festiwali-muzycznych/
Festival_de_ajedrez_de_Abu_Dabi,0,http://archive.org/wayback/available?url=http://reports.chessdom.com/news-2009/abu-dhabi-chess-2009,http://web.archive.org/web/20170630064928/http://reports.chessdom.com/news-2009/abu-dhabi-chess-2009,https://today.archive.,/20120715174257/http://reports.chessdom.com/news-2009/abu-dhabi-chess-2009
Fetty_Wap,0,http://archive.org/wayback/available?url=http://www.mtv.com/news/2176762/2015-xxl-freshman-class-cover/,http://web.archive.org/web/20220528195821/http://www.mtv.com/news/2176762/2015-xxl-freshman-class-cover/,https://today.archive.,/20151106154046/http://www.mtv.com/news/2176762/2015-xxl-freshman-class-cover/
Fetty_Wap,0,http://archive.org/wayback/available?url=http://www.billboard.com/photos/6597743/fetty-wap-day-in-the-life-miami-exclusive/1,http://web.archive.org/web/20161117054430/http://www.billboard.com/photos/6597743/fetty-wap-day-in-the-life-miami-exclusive/1,https://today.archive.,/20151106191109/http://www.billboard.com/photos/6597743/fetty-wap-day-in-the-life-miami-exclusive/1
